,word_vector,class_o,class_c,class_e,class_a,class_n
44,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 1, 0, 2, 2, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 1, 0, 0, 0, 0, 4, 1, 0, 0, 0, 0, 2, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 4, 1, 0, 1, 1, 0, 1, 1, 3, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 3, 2, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 0, 1, 1, 2, 4, 0, 3, 0, 0, 1, 2, 1, 1, 4, 2, 0, 2, 1, 0, 5, 3, 0, 0, 1, 2, 0, 0, 2, 1, 0, 1, 2, 5, 0, 2, 0, 1, 2, 0, 4, 0, 0, 0, 4, 4, 1, 0, 0, 7, 3, 3, 1, 3, 3, 7, 9, 2, 4, 2, 5]",1,1,0,1,0
45,"[2, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 1, 2, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 2, 0, 2, 1, 0, 1, 4, 2, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 4, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 2, 3, 4, 0, 7, 3, 0, 5, 0, 1, 2, 3, 4, 0, 1, 2, 2, 2, 4, 4, 1, 0, 3, 1, 5, 7]",0,1,0,1,1
46,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 2, 0, 0, 0, 0, 1, 1, 0, 1, 2, 1, 0, 0, 0, 0, 3, 2, 2, 1, 2, 1, 0, 0, 1, 0, 0, 0, 2, 1, 1, 4, 1, 0, 14]",0,0,0,0,1
47,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 2, 0, 1, 0, 2, 0, 0, 2, 0, 0, 1, 0, 1, 0, 2, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 2, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 2, 0, 1, 2, 1, 1, 0, 1, 2, 0, 0, 0, 1, 0, 0, 0, 3, 1, 0, 0, 2, 1, 0, 4, 0, 0, 2, 2, 2, 0, 0, 1, 3, 1, 2, 1, 3, 0, 0, 1, 1, 0, 12, 0, 1, 0, 2, 6, 0, 2, 2, 3, 3, 0, 2, 1, 3, 2, 2, 2, 2, 1, 4, 3]",1,1,0,1,0
48,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 2, 3, 1, 0, 0, 3, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 3, 0, 1, 0, 1, 0, 3, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 3, 0, 1, 2, 0, 2, 1, 3, 3, 0, 0, 0, 4, 0, 2, 0, 1, 0, 1, 0, 0, 4, 0, 0, 0, 1, 3, 3, 0, 1, 3, 0, 1, 0, 0, 0, 1, 3, 0, 1, 2, 1, 1, 0, 2, 0, 4, 0, 0, 1, 1, 2, 3, 2, 1, 0, 1, 0, 1, 4, 0, 2, 0, 0, 2, 3, 8, 5, 4, 0, 7, 3, 6, 2, 1, 1, 0, 3, 4, 1, 1, 2, 3, 1, 2, 0, 0, 4, 1, 7, 0, 0, 2, 2, 4, 5, 7, 1, 2, 3, 6, 0, 2, 5, 3, 10, 10, 6, 3, 11, 45]",1,0,0,1,1
49,"[1, 3, 0, 0, 1, 0, 4, 1, 0, 2, 0, 3, 0, 2, 3, 1, 1, 1, 1, 4, 0, 0, 0, 0, 3, 0, 0, 2, 2, 0, 2, 0, 2, 3, 1, 5, 0, 0, 2, 1, 0, 0, 3, 2, 1, 2, 3, 0, 0, 3, 1, 0, 3, 2, 0, 1, 1, 4, 0, 1, 3, 2, 0, 1, 0, 1, 0, 3, 0, 4, 0, 1, 5, 0, 0, 3, 2, 1, 1, 0, 0, 4, 0, 1, 1, 0, 1, 7, 2, 3, 0, 0, 0, 2, 1, 2, 2, 0, 0, 0, 0, 3, 1, 2, 0, 0, 2, 2, 3, 0, 0, 5, 1, 1, 3, 0, 0, 2, 2, 5, 1, 3, 2, 0, 2, 2, 1, 2, 6, 5, 2, 2, 3, 4, 0, 2, 0, 3, 0, 1, 4, 6, 6, 1, 2, 2, 1, 4, 2, 1, 2, 15, 3, 3, 4, 8, 0, 4, 1, 5, 5, 3, 4, 0, 2, 4, 1, 2, 4, 3, 6, 6, 2, 7, 5, 6, 2, 12, 0, 3, 1, 4, 9, 7, 1, 1, 0, 11, 3, 8, 9, 7, 10, 14, 16, 16, 19, 7, 18, 31]",0,1,0,1,0
50,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 2, 1, 1, 8, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 12, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 2, 1, 1, 0, 5, 0, 2, 0, 0, 0, 0, 3, 4, 0, 4, 4, 3, 1, 0, 1, 0, 0, 6, 1, 0, 1, 2, 0, 0, 0, 4, 0, 1, 1, 2, 0, 2, 2, 5, 2, 0, 2, 0, 1, 0, 2, 0, 7, 1, 0, 0, 2, 0, 1, 3, 1, 5, 0, 1, 3, 1, 1, 0, 2, 2, 3, 1, 5, 3, 2, 4, 0, 2, 3, 0, 1, 0, 0, 6, 4, 1, 2, 5, 4, 0, 2, 3, 2, 5, 3, 0, 5, 3, 5, 2, 4, 1, 2, 1, 1, 6, 3, 2, 1, 3, 0, 1, 0, 2, 2, 8, 1, 6, 1, 2, 3, 0, 8, 0, 3, 1, 1, 8, 5, 6, 2, 2, 1, 3, 10, 2, 6, 5, 4, 7, 6, 4, 4, 5, 7, 7, 9, 5, 3, 18, 16, 7, 5]",1,1,1,1,0
51,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 3, 1]",1,1,0,1,0
52,"[0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 1, 0, 3, 1, 0, 2, 2, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 3, 0]",0,0,0,0,0
53,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 1, 1, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 3, 1, 1, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 1, 0, 1, 2, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 2, 0, 2, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 3, 0, 1, 5, 1, 0, 0, 0, 1, 4, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 4, 2, 0, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 2, 1, 2, 1, 1, 2, 0, 0, 4, 0, 0, 0, 0, 3, 2, 0, 4, 2, 1, 1, 4, 1, 0, 0, 2, 1, 0, 1, 5, 3, 0, 1, 2, 1, 2, 2, 1, 3, 5, 6, 2, 1, 0, 0, 0, 6, 0, 1, 3, 3, 4, 1, 0, 0, 3, 12, 1, 6, 2, 1, 1, 5, 7, 12, 5]",1,1,1,1,0
54,"[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 1, 2, 0, 1, 0, 0, 0, 0, 1, 1, 0, 3, 0, 1, 0, 0, 0, 0, 2, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 3, 1, 1, 1, 1, 2, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 2, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 2, 2, 1, 1, 1, 1, 0, 3, 2, 0, 0, 1, 0, 0, 1, 0, 0, 1, 2, 0, 2, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 3, 0, 1, 0, 3, 0, 0, 1, 0, 0, 4, 1, 1, 1, 0, 2, 2, 1, 0, 0, 1, 1, 1, 1, 0, 1, 3, 0, 3, 0, 0, 1, 0, 1, 0, 1, 4, 0, 1, 2, 1, 0, 1, 1, 1, 1, 2, 1, 3, 0, 3, 2, 1, 1, 1, 3, 0, 0, 3, 4, 2, 4, 5, 5, 7, 3, 3, 5, 3, 4, 4]",1,0,0,0,1
55,"[1, 0, 0, 0, 0, 0, 3, 1, 1, 0, 2, 1, 1, 0, 1, 3, 9, 0, 0, 1, 0, 2, 1, 2, 1, 2, 0, 0, 1, 5, 0, 2, 0, 2, 1, 3, 1, 3, 0, 1, 0, 3, 0, 1, 0, 2, 2, 0, 1, 3, 0, 3, 4, 1, 1, 0, 1, 2, 0, 0, 2, 2, 0, 1, 4, 3, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 3, 0, 0, 1, 2, 1, 1, 2, 2, 0, 8, 1, 2, 1, 4, 0, 0, 4, 1, 0, 0, 1, 0, 3, 3, 2, 6, 1, 2, 6, 5, 2, 0, 2, 3, 1, 2, 1, 4, 1, 5, 3, 3, 0, 3, 4, 1, 0, 2, 6, 3, 2, 8, 4, 3, 1, 6, 9, 5, 1, 1, 9, 0, 7, 2, 1, 1, 4, 6, 3, 5, 3, 8, 1, 6, 0, 6, 4, 4, 3, 2, 1, 0, 4, 2, 1, 6, 5, 3, 0, 8, 3, 6, 1, 4, 3, 8, 6, 2, 6, 3, 5, 0, 5, 13, 11, 8, 5, 4, 1, 7, 9, 12, 4, 5, 16, 11, 7, 10, 12, 16, 11, 18, 18]",1,0,0,1,0
56,"[0, 0, 2, 1, 0, 0, 0, 1, 0, 1, 2, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 2, 0, 0, 1, 0, 0, 3, 0, 1, 0, 4, 0, 2, 0, 0, 0, 1, 0, 2, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 3, 0, 2, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 2, 3, 1, 1, 0, 2, 0, 1, 0, 1, 0, 0, 2, 1, 4, 0, 0, 2, 0, 0, 0, 1, 0, 0, 3, 1, 0, 3, 0, 0, 0, 2, 0, 0, 1, 2, 0, 1, 1, 1, 2, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 2, 0, 4, 3, 0, 2, 1, 4, 0, 0, 9, 0, 0, 0, 1, 1, 7, 8, 1, 1, 2, 4, 1, 3, 4, 4, 7, 1, 4, 1]",1,0,0,1,0
57,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 2, 3, 0, 0, 0, 0, 0, 0, 2, 0, 1, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 1, 0, 3, 0, 0, 0, 0, 3, 5, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 3, 0, 2, 0, 1, 0, 3, 1, 0, 1, 0, 0, 0, 2, 0, 4, 1, 6, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 2, 13, 0, 1, 0, 1, 1, 0, 3, 1, 0, 3, 2, 0, 2, 5, 1, 1, 1, 2, 2, 4, 0]",0,1,1,1,0
58,"[1, 1, 0, 0, 0, 0, 2, 0, 0, 2, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 2, 5, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 1, 3, 1, 1, 0, 1, 1, 0, 1, 3, 0, 0, 0, 0, 1, 0, 3, 2, 2, 0, 3, 0, 0, 2, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 2, 0, 2, 1, 0, 0, 1, 1, 3, 3, 2, 0, 3, 0, 0, 0, 0, 1, 2, 0, 0, 4, 2, 0, 1, 6, 0, 3, 1, 2, 0, 4, 0, 1, 0, 1, 1, 0, 1, 0, 2, 2, 1, 5, 1, 1, 3, 2, 3, 2, 3, 3, 2, 0, 2, 3, 3, 5, 1, 2, 6, 2, 3, 2, 5, 2, 1, 1, 2, 0, 5, 5, 0, 6, 4, 11, 0, 4, 0, 1, 3, 1, 5, 6, 5, 0, 0, 4, 11, 4, 4]",0,1,0,0,1
59,"[0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 1, 0, 0, 0, 1, 3, 1, 1, 0, 0, 0, 0, 1, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 2, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 3, 2, 0, 1, 1, 0, 0, 1, 2, 1, 0, 3, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 3, 1, 3, 0, 0, 0, 0, 0, 0, 1, 1, 0, 2, 1, 0, 2, 0, 3, 1, 1, 3, 5, 3, 1, 0, 0, 4, 3, 2, 2, 1, 1, 2, 4, 0, 2]",1,1,0,0,0
60,"[1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 1, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 3, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 4, 1, 0, 0, 0, 0, 0, 3, 0, 0, 2, 0, 4, 0, 1, 2, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 3, 0, 0, 3, 0, 0, 1, 1, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 1, 0, 0, 0, 1, 0, 0, 1, 0, 2, 0, 9, 3, 1, 0, 0, 0, 0, 4, 2, 1, 1, 1, 3, 4, 0, 0, 1, 1, 1, 0, 0, 3, 1, 2, 5, 6, 2, 6, 5, 5]",0,1,1,1,0
61,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0, 2, 1, 3, 0, 0, 0, 2, 0, 0, 0, 0, 0, 1, 2, 1, 1, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 1, 1, 2, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 4, 1, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 3, 1, 0, 1, 2, 1, 0, 3, 1, 0, 0, 2, 1, 2, 1, 2, 0, 5, 0, 0, 4, 1, 5, 5, 9, 7, 1, 0, 4, 9]",1,1,0,1,0
62,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 2, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 2, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 3, 1, 0, 1, 2, 0, 1, 2, 0, 2, 2, 1, 1, 2, 3, 1, 1, 0, 0, 0, 2, 2, 2, 1, 8, 8, 3, 0, 7, 3]",1,1,0,1,0
63,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 14, 3, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 2, 3, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 3, 1, 0, 1, 2, 2, 0, 0, 0, 0, 2, 5, 0]",0,1,1,1,0
64,"[0, 0, 3, 1, 0, 0, 0, 0, 1, 2, 0, 0, 2, 0, 2, 1, 0, 1, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 3, 0, 2, 0, 2, 2, 0, 1, 0, 0, 2, 0, 1, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2, 0, 3, 2, 0, 2, 1, 1, 4, 0, 0, 2, 1, 0, 3, 0, 1, 0, 0, 3, 0, 2, 0, 1, 1, 1, 8, 3, 0, 3, 0, 2, 1, 1, 2, 2, 0, 2, 19, 3, 0, 4, 0, 0, 1, 1, 2, 3, 0, 1, 0, 4, 2, 1, 0, 1, 0, 3, 1, 3, 0, 4, 1, 3, 1, 2, 1, 1, 0, 1, 2, 4, 2, 0, 1, 2, 3, 1, 2, 0, 0, 3, 3, 1, 0, 0, 3, 2, 1, 2, 0, 12, 2, 7, 4, 4, 3, 2, 6, 3, 3, 3, 8, 2, 6, 0, 5, 5, 12, 4, 5, 2, 7, 9, 4]",0,0,1,0,0
65,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 7, 0, 2, 1, 2, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 2, 1, 0, 2, 0, 0, 1, 0, 3, 0, 0, 2, 0, 1, 1, 0, 1, 1, 0, 1, 7, 0, 0, 0, 1, 1, 1, 6, 3, 1, 0, 0, 1, 0, 4, 0, 1, 1, 0, 5, 4, 7]",1,1,1,1,0
